City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Carauari,BR,-4.8828,-66.8958,74.19,95,97,1.07,overcast clouds
350,Mareeba,AU,-17.0,145.4333,82.4,69,75,9.22,broken clouds
351,Alofi,NU,-19.0595,-169.9187,82.4,61,40,12.66,scattered clouds
352,Vyssi Brod,CZ,48.616,14.3118,33.01,95,94,3.0,overcast clouds
353,Tucumcari,US,35.1717,-103.725,69.8,10,1,18.41,clear sky
354,Kruisfontein,ZA,-34.0033,24.7314,68.0,86,99,5.01,light rain
355,Rio Brilhante,BR,-21.8019,-54.5464,74.32,57,0,3.11,clear sky
356,Bolshaya Martynovka,RU,47.271,41.6679,25.52,83,99,7.54,overcast clouds
357,Guaratinga,BR,-16.5667,-39.5667,77.0,73,0,6.91,clear sky
358,Simplicio Mendes,BR,-7.8539,-41.9103,77.56,70,37,3.74,scattered clouds
359,Abu Samrah,SY,35.3029,37.1841,55.02,65,96,7.16,overcast clouds
360,Chifeng,CN,42.2683,118.9636,36.81,79,96,4.56,overcast clouds
361,Talas,TR,38.6908,35.5538,44.6,87,75,4.61,light rain
362,Half Moon Bay,US,37.4636,-122.4286,55.4,71,75,14.97,broken clouds
363,Lima,PE,-12.0432,-77.0282,80.6,54,0,12.66,clear sky
364,Soc Trang,VN,9.6033,105.98,77.0,88,0,6.91,clear sky
365,Yashkul,RU,46.1711,45.3435,27.01,78,100,8.75,overcast clouds
366,Samarai,PG,-10.6167,150.6667,83.91,72,31,7.23,scattered clouds
367,Kinablangan,PH,7.6947,126.5503,78.1,84,100,5.64,very heavy rain
368,Gao,ML,16.6362,1.637,80.65,16,0,12.66,clear sky
369,Maceio,BR,-9.6658,-35.7353,77.0,88,0,8.05,clear sky
370,Goshogawara,JP,40.8044,140.4414,41.0,60,75,11.5,broken clouds
371,Acajutla,SV,13.5928,-89.8275,89.6,37,40,4.61,scattered clouds
372,Rongai,KE,-0.1733,35.8638,58.59,62,64,0.74,broken clouds
373,Pisco,PE,-13.7,-76.2167,77.0,69,75,16.11,broken clouds
374,Roebourne,AU,-20.7833,117.1333,85.55,57,0,9.06,clear sky
375,Namalenga,TZ,-10.95,39.1,71.29,96,78,1.39,broken clouds
376,Gazli,UZ,40.1333,63.45,39.24,71,0,4.23,clear sky
377,Axim,GH,4.8699,-2.2405,81.37,82,100,9.35,overcast clouds
378,Naze,JP,28.3667,129.4833,68.0,68,20,13.8,few clouds
379,Mangai,CD,-4.05,19.5333,74.7,77,62,1.9,broken clouds
380,San Jeronimo,PE,-11.9472,-75.2829,53.51,69,70,2.13,broken clouds
381,Barcelos,PT,41.5388,-8.6151,55.4,94,90,8.05,mist
382,Banjarmasin,ID,-3.3244,114.591,77.0,94,100,2.3,overcast clouds
383,Kuytun,RU,54.3419,101.5036,19.83,98,98,7.7,overcast clouds
384,Novobirilyussy,RU,56.9514,90.6661,31.33,95,100,11.92,overcast clouds
385,Faya,SA,18.3851,42.4509,66.2,67,0,2.59,clear sky
386,Manggar,ID,-2.8833,108.2667,76.84,87,88,5.61,overcast clouds
387,Mumford,GH,5.2618,-0.759,81.57,83,100,13.89,overcast clouds
388,Nokia,FI,61.4667,23.5,6.01,66,0,3.44,clear sky
389,Dunda,TZ,-8.1167,34.25,63.37,93,98,1.79,overcast clouds
390,Dingzhou,CN,38.5131,114.9956,44.6,93,100,3.71,mist
391,Tahoua,NE,14.8888,5.2692,79.56,16,61,4.56,broken clouds
392,Poya,NC,-21.35,165.15,80.6,63,23,3.51,few clouds
393,Gizo,SB,-8.103,156.8419,82.6,71,78,1.41,light rain
394,Katol,IN,21.2667,78.5833,75.2,50,40,2.3,haze
395,Glendive,US,47.1053,-104.7125,39.99,56,1,5.75,clear sky
396,Port Augusta,AU,-32.5,137.7667,69.01,88,0,10.36,clear sky
397,Nabire,ID,-3.3667,135.4833,77.54,79,99,2.71,overcast clouds
398,North Bend,US,43.4065,-124.2243,50.0,81,40,17.27,scattered clouds
399,Kardla,EE,58.9978,22.7492,17.01,70,100,8.01,overcast clouds
400,Inhambane,MZ,-23.865,35.3833,74.46,86,0,10.36,clear sky
401,Monduli,TZ,-3.3,36.45,63.7,68,9,4.54,clear sky
402,Ajdabiya,LY,30.7554,20.2263,61.9,69,100,11.83,overcast clouds
403,Okahandja,NA,-21.9833,16.9167,68.0,21,0,3.44,clear sky
404,Akureyri,IS,65.6835,-18.0878,32.0,86,90,23.02,snow
405,College,US,64.8569,-147.8028,26.6,80,90,4.7,snow
406,Guanica,PR,17.9716,-66.908,77.0,74,2,1.01,clear sky
407,Bolu,TR,40.6667,31.5833,41.97,66,93,1.28,overcast clouds
408,Yanam,IN,16.7333,82.2167,69.13,96,8,1.36,clear sky
409,Flin Flon,CA,54.7682,-101.865,19.4,79,90,17.27,snow
410,Shieli,KZ,44.1667,66.75,33.12,85,0,6.22,clear sky
411,Gunjur,GM,13.2019,-16.7339,71.6,64,52,8.05,broken clouds
412,Mayo,US,38.8876,-76.5119,59.0,50,1,4.61,clear sky
413,Russell,US,32.3502,-85.1999,71.6,33,1,6.91,clear sky
414,Karwar,IN,14.8,74.1333,74.88,86,7,5.19,clear sky
415,Luganville,VU,-15.5333,167.1667,82.31,73,44,11.68,scattered clouds
416,Brattleboro,US,42.8509,-72.5579,48.2,43,1,6.91,clear sky
417,Scarborough,GB,54.2797,-0.4044,52.0,79,96,11.01,light rain
418,Verkhoyansk,RU,67.5447,133.385,-5.78,81,96,7.2,overcast clouds
419,Groningen,NL,53.25,6.75,43.0,93,75,19.57,light rain
420,Walvis Bay,NA,-22.9575,14.5053,60.8,82,0,3.44,clear sky
421,Bobrovka,RU,54.047,61.7455,14.0,96,99,16.96,overcast clouds
422,Kendari,ID,-3.945,122.4989,76.19,88,100,2.86,overcast clouds
423,Itacare,BR,-14.2775,-38.9967,80.6,74,40,11.5,scattered clouds
424,Otane,NZ,-39.8833,176.6333,64.0,92,100,5.01,overcast clouds
425,Santiago Del Estero,AR,-27.7951,-64.2615,85.42,38,0,7.23,clear sky
426,Coos Bay,US,43.3665,-124.2179,50.0,81,40,17.27,scattered clouds
427,Port Hawkesbury,CA,45.6169,-61.3485,30.2,80,1,2.3,clear sky
428,Pokhara,NP,28.2333,83.9833,62.44,28,0,6.85,clear sky
429,Boende,CD,-0.2167,20.8667,72.27,92,46,2.51,scattered clouds
430,San Pedro,PH,14.35,121.0167,81.0,78,20,3.44,few clouds
431,Nelson Bay,AU,-32.7167,152.15,78.01,65,40,10.36,scattered clouds
432,Khani,GE,41.9563,42.9566,50.0,43,75,13.8,broken clouds
433,Letka,RU,59.6011,49.4232,4.41,94,100,7.92,light snow
434,Pacifica,US,37.6138,-122.4869,54.0,54,75,14.97,broken clouds
435,Yangshan,CN,28.7615,115.0287,50.25,93,99,1.9,overcast clouds
436,Berezovka,BY,53.7214,25.4993,19.42,92,0,5.55,clear sky
437,Nantucket,US,41.2835,-70.0995,41.0,81,1,5.75,clear sky
438,Umm Lajj,SA,25.0213,37.2685,78.35,47,0,4.09,clear sky
439,Alice Town,BS,25.7167,-79.3,71.96,73,38,25.48,scattered clouds
440,Pandan,PH,14.0453,124.1694,80.1,73,47,19.8,scattered clouds
441,San Cristobal,VE,7.7669,-72.225,75.2,83,75,2.3,broken clouds
442,Shenjiamen,CN,29.9576,122.298,53.67,88,100,6.62,light rain
443,Sao Filipe,CV,14.8961,-24.4956,69.31,79,97,11.9,overcast clouds
444,Kenai,US,60.5544,-151.2583,33.8,93,90,18.41,light rain
445,Khandyga,RU,62.6667,135.6,3.31,94,100,5.84,overcast clouds
446,Oistins,BB,13.0667,-59.5333,78.8,65,20,17.27,few clouds
447,Bandarbeyla,SO,9.4942,50.8122,76.01,82,32,10.29,scattered clouds
448,Oktyabrskoye,RU,43.0645,44.7417,26.6,93,99,15.66,overcast clouds
449,Verkhnevilyuysk,RU,63.4453,120.3167,-8.09,90,5,6.69,clear sky
450,Goma,CD,-1.6792,29.2228,60.91,79,40,2.82,scattered clouds
451,Whitehorse,CA,60.7161,-135.0538,28.99,46,75,32.21,snow
452,Finschhafen,PG,-6.6024,147.8681,80.87,73,100,4.83,overcast clouds
453,Caxito,AO,-8.5785,13.6643,82.4,78,40,8.05,scattered clouds
454,Bintulu,MY,3.1667,113.0333,73.4,94,40,3.44,scattered clouds
455,Conceicao Do Araguaia,BR,-8.2578,-49.2647,75.47,91,100,2.73,overcast clouds
456,Muisne,EC,0.6,-80.0333,78.82,82,100,4.38,overcast clouds
457,Colares,PT,38.7992,-9.4469,55.99,86,97,6.24,overcast clouds
458,Nedjo,ET,9.5046,35.5019,65.55,34,78,2.35,broken clouds
459,Kindu,CD,-2.95,25.95,70.02,97,53,1.12,light rain
460,Verkhovazhye,RU,60.7472,42.0465,6.37,94,99,7.52,overcast clouds
461,Dingle,PH,10.9995,122.6711,75.96,86,86,9.82,overcast clouds
462,Tsuruga,JP,35.6455,136.0558,41.0,76,0,3.0,clear sky
463,Hammerfest,NO,70.6634,23.6821,17.6,53,0,3.44,clear sky
464,Iranshahr,IR,27.2025,60.6848,57.94,37,0,1.83,clear sky
465,Mayumba,GA,-3.432,10.6554,79.65,83,85,5.95,overcast clouds
466,Malakal,SS,9.5334,31.6605,86.2,23,2,2.95,clear sky
467,Antofagasta,CL,-23.65,-70.4,71.6,73,75,8.05,broken clouds
468,Biryusinsk,RU,55.9634,97.8235,17.98,96,54,6.11,broken clouds
469,Fuerte Olimpo,PY,-21.0415,-57.8738,79.07,42,14,2.17,few clouds
470,Missoula,US,47.0166,-113.8009,44.01,49,1,5.75,clear sky
471,Kysyl-Syr,RU,63.8986,122.7617,-6.68,90,94,7.18,overcast clouds
472,Nioaque,BR,-21.1353,-55.83,75.54,55,0,2.82,clear sky
473,Lumut,MY,4.2323,100.6298,77.0,94,20,5.93,few clouds
474,Ipameri,BR,-17.7219,-48.1597,69.35,92,100,1.57,overcast clouds
475,Erenhot,CN,43.6475,111.9767,29.73,94,1,17.45,clear sky
476,Rosario,AR,-32.9468,-60.6393,86.0,39,0,5.75,clear sky
477,Uruzgan,AF,32.8333,66.0,53.06,40,100,1.86,overcast clouds
478,Kaeo,NZ,-35.1,173.7833,73.99,78,10,5.99,clear sky
479,Tabas,IR,33.5959,56.9244,53.76,41,30,2.42,scattered clouds
480,Lexington,US,37.9887,-84.4777,66.2,27,20,9.22,few clouds
481,Biltine,TD,14.5333,20.9167,77.65,15,0,9.33,clear sky
482,Vernon,CA,50.2581,-119.2691,48.0,49,96,2.3,overcast clouds
483,Palekh,RU,56.8028,41.8572,-8.32,91,5,5.64,clear sky
484,Taitung,TW,22.7583,121.1444,66.2,88,75,3.44,broken clouds
485,Katherine,AU,-14.4667,132.2667,78.8,89,68,4.61,broken clouds
486,Takoradi,GH,4.8845,-1.7554,81.14,83,100,10.42,overcast clouds
487,Linxia,CN,35.6003,103.2064,38.77,72,1,1.32,clear sky
488,Lorengau,PG,-2.0226,147.2712,83.44,69,100,5.19,overcast clouds
489,Broome,US,42.2506,-75.833,53.6,37,1,11.5,clear sky
490,Lagoa,PT,39.05,-27.9833,57.76,85,100,12.06,overcast clouds
491,Zhangjiakou,CN,40.81,114.8794,41.16,79,97,1.63,overcast clouds
492,Mecca,SA,21.4267,39.8261,77.67,48,0,3.22,clear sky
493,Touros,BR,-5.1989,-35.4608,78.8,83,20,5.75,few clouds
494,Mogadishu,SO,2.0371,45.3438,77.94,86,7,16.22,clear sky
495,Sobolevo,RU,54.4299,31.8996,4.68,93,96,7.85,overcast clouds
496,Auki,SB,-8.7676,160.7034,84.22,69,66,5.59,broken clouds
497,Mtwara,TZ,-10.2667,40.1833,79.59,83,100,6.29,overcast clouds
498,Merauke,ID,-8.4667,140.3333,78.08,84,77,5.53,broken clouds
499,Cienfuegos,CU,22.1461,-80.4356,77.0,50,18,13.8,few clouds
500,Gevrai,IN,19.2667,75.75,76.71,23,16,3.2,few clouds
501,Fujin,CN,47.26,132.0322,21.9,95,12,6.44,few clouds
502,Vestmannaeyjar,IS,63.4427,-20.2734,34.99,82,96,27.09,overcast clouds
503,Alibag,IN,18.6411,72.8792,78.8,83,0,3.44,mist
504,Luangwa,ZM,-15.6167,30.4167,71.11,87,85,0.49,overcast clouds
505,Kita,ML,13.0349,-9.4895,80.53,17,0,6.44,clear sky
506,Clemson,US,34.6834,-82.8374,68.0,32,1,3.24,clear sky
507,Bila Tserkva,UA,49.8094,30.1121,26.24,85,98,5.23,overcast clouds
508,Riviere-Au-Renard,CA,48.9957,-64.3971,42.8,42,75,8.05,broken clouds
509,Marzuq,YE,14.4,46.4667,58.15,35,0,3.42,clear sky
510,Menongue,AO,-14.6585,17.691,62.91,87,23,3.8,few clouds
511,Burnie,AU,-41.0667,145.9167,63.0,74,72,4.0,broken clouds
512,Yakeshi,CN,49.2833,120.7333,7.68,91,0,1.77,clear sky
513,Barabinsk,RU,55.3571,78.357,11.17,95,100,16.67,overcast clouds
514,Karratha,AU,-20.7377,116.8463,84.02,64,0,8.99,clear sky
515,Salalah,OM,17.0151,54.0924,71.6,43,0,4.61,clear sky
516,Cortez,US,37.3489,-108.5859,42.8,28,90,3.44,overcast clouds
517,Norrtalje,SE,59.758,18.705,28.99,82,100,14.0,overcast clouds
518,Vila,PT,42.0304,-8.1588,50.0,94,100,10.0,overcast clouds
519,Buin,CL,-33.7333,-70.75,77.0,46,0,5.75,clear sky
520,Dawei,MM,14.0833,98.2,72.66,68,14,2.98,few clouds
521,Baoqing,CN,46.3317,132.2111,23.61,93,2,2.77,clear sky
522,Constitucion,CL,-35.3333,-72.4167,63.45,90,29,6.64,scattered clouds
523,Zyryanka,RU,65.75,150.85,-5.31,84,6,11.32,clear sky
524,Opelousas,US,30.5335,-92.0815,75.2,57,40,23.02,scattered clouds
525,Mana,GF,5.6592,-53.7767,77.27,86,97,12.28,overcast clouds
526,Raudeberg,NO,61.9875,5.1352,41.0,60,75,33.38,broken clouds
527,Kigoma,TZ,-4.8769,29.6267,73.13,79,80,4.72,light rain
528,Mariestad,SE,58.7097,13.8237,30.2,80,40,11.5,scattered clouds
529,Nybro,SE,56.7446,15.9071,33.01,86,40,9.22,scattered clouds
530,Vershino-Shakhtaminskiy,RU,51.3012,117.8868,8.8,93,0,4.56,clear sky
531,Kiruna,SE,67.8557,20.2251,8.6,78,90,25.32,overcast clouds
532,Sedam,IN,17.1773,77.2824,70.29,37,0,5.23,clear sky
533,Xining,CN,36.6167,101.7667,33.91,82,89,2.15,overcast clouds
534,Elk City,US,35.412,-99.4043,80.6,8,1,21.85,clear sky
535,Kangaba,ML,11.9333,-8.4167,81.7,18,3,4.38,clear sky
536,Teya,RU,60.3778,92.6267,12.49,94,100,3.02,light snow
537,Evensk,RU,61.95,159.2333,-13.36,87,94,3.29,overcast clouds
538,Brae,GB,60.3964,-1.353,44.6,93,90,21.85,overcast clouds
539,Piraquara,BR,-25.4417,-49.0633,64.0,94,0,4.61,clear sky
540,Salinas,US,36.6777,-121.6555,55.4,58,1,4.61,clear sky
541,South Bend,US,41.6834,-86.25,66.2,55,90,19.57,overcast clouds
542,Lillooet,CA,50.6856,-121.942,42.8,70,90,3.44,overcast clouds
543,Kostomuksha,RU,64.571,30.5767,0.84,88,0,8.48,clear sky
544,Jiexiu,CN,37.0244,111.9125,43.45,70,46,2.93,scattered clouds
545,Cururupu,BR,-1.8283,-44.8683,75.58,89,95,2.71,overcast clouds
546,Karia,NG,11.7306,11.1629,78.17,16,0,6.76,clear sky
547,Vao,NC,-22.6667,167.4833,77.0,72,25,13.62,scattered clouds
548,Konakovo,RU,56.7,36.7667,-1.34,90,6,4.12,clear sky
549,Chokwe,MZ,-24.5333,32.9833,74.17,53,0,6.71,clear sky
550,Horsham,GB,51.064,-0.3272,50.0,93,75,19.57,broken clouds
551,Pedernales,DO,18.0384,-71.744,80.1,65,60,5.7,broken clouds
552,Sarangani,PH,5.4033,125.4636,81.39,74,97,3.53,light rain
553,Kloulklubed,PW,7.0419,134.2556,77.0,94,90,17.63,overcast clouds
554,Izumo,JP,35.3667,132.7667,32.0,80,40,10.36,scattered clouds
555,Hangu,CN,39.2489,117.7892,46.4,81,100,2.24,light rain
556,Comiso,IT,36.9513,14.6102,45.0,93,20,3.44,few clouds
557,Coihaique,CL,-45.5752,-72.0662,44.6,81,90,5.75,light rain
558,Talnakh,RU,69.4865,88.3972,-28.01,83,100,5.86,overcast clouds
559,Port-Cartier,CA,50.0334,-66.8654,42.8,45,100,13.8,overcast clouds
560,Olga,RU,43.7444,135.2892,31.24,78,37,2.86,scattered clouds
561,Yarmouth,US,41.7057,-70.2286,39.99,75,1,8.05,clear sky
562,Pitimbu,BR,-7.4706,-34.8086,78.8,89,0,5.75,clear sky
563,Abu Kamal,SY,34.4506,40.9171,70.7,23,99,18.45,overcast clouds
564,Pasighat,IN,28.0667,95.3333,67.78,54,88,2.3,overcast clouds
565,Ibra,OM,22.6906,58.5334,65.8,38,0,2.33,clear sky
566,Mwanza,TZ,-2.5167,32.9,70.77,71,55,6.13,broken clouds
567,Mirnyy,RU,62.5353,113.9611,-3.55,92,85,6.8,overcast clouds
568,Siocon,PH,7.7061,122.1353,78.62,82,100,9.33,light rain
569,Skjervoy,NO,70.0311,20.9714,24.31,86,100,17.18,overcast clouds
570,Borova,UA,50.1763,30.1043,24.01,79,0,4.47,clear sky
571,Namatanai,PG,-3.6667,152.4333,84.51,63,100,1.54,overcast clouds
572,Espanola,US,35.9911,-106.0806,54.0,18,1,16.11,clear sky
573,Havelock,US,34.8791,-76.9013,62.6,34,1,8.05,clear sky
574,Balakhta,RU,55.38,91.6,21.6,95,75,5.66,broken clouds
575,Matata,NZ,-37.8833,176.75,71.01,79,100,1.01,overcast clouds
576,Cervo,ES,43.6702,-7.4101,55.99,89,99,4.0,overcast clouds
577,Pontes E Lacerda,BR,-15.2261,-59.3353,74.73,68,95,2.04,overcast clouds
578,Pag,HR,44.445,15.0575,44.6,39,0,6.91,clear sky
579,Sitangkai,PH,4.6628,119.3928,81.81,77,100,10.71,light rain
580,Nyimba,ZM,-14.5566,30.8149,68.2,95,89,1.79,light rain
581,Les Cayes,HT,18.2,-73.75,77.13,74,69,4.94,broken clouds
582,Januaria,BR,-15.4833,-44.3667,72.54,85,52,1.03,moderate rain
583,Vysokogornyy,RU,50.1167,139.15,18.86,95,98,8.66,light snow
584,Lenoir,US,35.2335,-77.6497,69.8,30,1,3.44,clear sky
585,Myitkyina,MM,25.3833,97.4,61.47,61,0,3.27,clear sky
586,Sinegorye,RU,62.0788,150.477,-3.5,82,80,4.56,broken clouds
587,Naples,IT,40.8333,14.25,46.0,57,0,6.91,clear sky
588,Isangel,VU,-19.55,169.2667,84.2,65,40,5.75,scattered clouds
589,Bay-Khaak,RU,51.1667,94.5,8.53,87,0,2.59,clear sky
590,Oussouye,SN,12.485,-16.5469,78.8,73,0,6.91,clear sky
591,Puri,IN,19.8,85.85,77.0,94,75,6.91,mist
592,Chiredzi,ZW,-21.05,31.6667,68.58,77,0,2.44,clear sky
593,Aboisso,CI,5.4678,-3.2071,78.58,88,99,4.0,overcast clouds
594,Wenling,CN,28.3669,121.36,54.0,96,100,4.34,overcast clouds
595,Sunrise Manor,US,36.2111,-115.0731,59.0,26,20,21.85,few clouds
596,Inuvik,CA,68.3499,-133.7218,19.4,68,100,5.75,overcast clouds
597,La Ronge,CA,55.1001,-105.2842,15.8,41,100,11.5,overcast clouds
598,Bowmore,US,34.9421,-79.3031,68.0,28,1,5.75,clear sky
599,Popondetta,PG,-8.7537,148.2534,83.34,70,72,1.88,broken clouds
600,Luebo,CD,-5.35,21.4167,73.54,80,49,2.01,scattered clouds
601,Hervey Bay,AU,-25.2986,152.8535,80.6,69,40,6.91,scattered clouds
602,Dvinskoy,RU,62.1535,45.1175,13.55,94,100,10.67,overcast clouds
603,Bouake,CI,7.6895,-5.0218,80.6,69,20,6.91,few clouds
604,Esterhazy,CA,50.65,-102.0843,28.4,86,7,8.05,clear sky
605,Da Lat,VN,11.9465,108.4419,56.14,98,53,2.8,broken clouds
606,Ahome,MX,25.9167,-109.1833,77.0,23,90,23.02,overcast clouds
607,Almeirim,BR,-1.5233,-52.5817,73.51,96,99,3.89,overcast clouds
608,Ndele,CF,8.4109,20.6473,77.49,23,52,3.71,broken clouds
609,Avera,US,33.194,-82.5271,71.6,28,1,5.75,clear sky
610,Praya,CV,14.9215,-23.5087,68.0,73,75,20.71,broken clouds
611,Puerto Leguizamo,CO,-0.1934,-74.7819,75.76,93,98,1.97,overcast clouds
612,Tokur,RU,53.1333,132.9,6.8,97,78,2.75,broken clouds
613,Vila Velha,BR,-20.3297,-40.2925,75.2,94,40,4.61,scattered clouds
614,Carlisle,US,40.2015,-77.1889,64.4,27,1,8.05,clear sky
615,Yenagoa,NG,4.9247,6.2642,77.25,89,93,3.78,overcast clouds
616,Algodones,MX,20.3888,-105.4773,78.8,65,40,11.5,scattered clouds
617,Providencia,MX,28.7167,-111.5833,77.0,16,87,13.0,overcast clouds
618,Coihueco,CL,-36.6167,-71.8333,64.4,100,75,2.3,broken clouds
619,Dukat,RU,62.55,155.55,-2.69,83,35,7.87,scattered clouds
620,Blagoveshchensk,RU,50.2667,127.5333,17.6,62,0,4.47,clear sky
621,Kinshasa,CD,-4.3246,15.3215,82.4,78,52,4.61,light rain
622,Beipiao,CN,41.7919,120.7792,39.16,71,99,11.05,overcast clouds
623,Ostrovnoy,RU,68.0531,39.5131,1.47,90,23,13.04,few clouds
624,Tocopilla,CL,-22.092,-70.1979,68.92,67,24,2.19,few clouds
625,Goure,NE,13.9835,10.2704,79.41,15,56,8.16,broken clouds
626,Ust-Tsilma,RU,65.441,52.1498,5.9,94,100,4.63,overcast clouds
627,Gravdal,NO,68.1214,13.5031,26.42,89,0,17.11,clear sky
628,Chernaya Kholunitsa,RU,58.8511,51.7154,-8.27,91,98,4.52,overcast clouds
629,Bay Roberts,CA,47.5999,-53.2648,30.0,76,9,1.99,clear sky
630,Ubinskoye,RU,55.3068,79.6802,13.3,95,100,20.07,overcast clouds
631,Boa Vista,BR,2.8197,-60.6733,89.6,40,40,6.91,scattered clouds
632,Ferkessedougou,CI,9.6,-5.2,86.09,49,97,8.84,overcast clouds
633,Elliot Lake,CA,46.3834,-82.6331,41.0,87,90,14.97,light rain
634,Sorong,ID,-0.8833,131.25,79.32,80,37,6.15,scattered clouds
635,Salinopolis,BR,-0.6136,-47.3561,77.63,84,100,5.97,overcast clouds
636,Kargat,RU,55.1956,80.2811,13.71,95,100,20.49,overcast clouds
637,Srednekolymsk,RU,67.45,153.6833,-5.71,83,84,8.19,broken clouds
638,Morehead,US,37.2711,-87.1764,68.0,40,40,14.97,scattered clouds
639,Carson City,US,39.1638,-119.7674,41.0,41,90,3.44,overcast clouds
640,Bahia Honda,CU,22.9036,-83.1592,74.5,65,52,15.03,broken clouds
641,Arvika,SE,59.6553,12.5852,30.2,86,20,16.11,snow
642,Nizhneudinsk,RU,54.9076,99.0276,20.34,93,14,5.73,few clouds
643,Cairns,AU,-16.9167,145.7667,82.4,69,75,9.22,broken clouds
644,Paita,PE,-5.0892,-81.1144,82.4,74,75,9.22,broken clouds
645,Kijang,KR,35.2442,129.2139,39.2,75,0,3.44,clear sky
646,Montepuez,MZ,-13.1256,38.9997,69.35,97,100,2.44,overcast clouds
647,Zhigansk,RU,66.7697,123.3711,-11.2,89,100,3.11,overcast clouds
648,Kassala,SD,15.451,36.4,76.21,49,0,8.59,clear sky
649,Mongu,ZM,-15.2484,23.1274,67.35,67,71,3.31,broken clouds
650,Polunochnoye,RU,60.8697,60.4153,-20.0,88,48,3.15,scattered clouds
651,Aksarka,RU,66.5606,67.7975,-28.8,85,0,4.85,clear sky
652,Grand-Lahou,CI,5.1367,-5.0242,80.06,89,100,9.71,light rain
653,Palauig,PH,15.435,119.9045,76.98,65,82,5.66,broken clouds
654,Gaoua,BF,10.2992,-3.2508,80.83,62,90,11.59,overcast clouds
655,Abha,SA,18.2164,42.5053,66.2,67,0,2.08,clear sky
656,Sabzevar,IR,36.2126,57.6819,44.4,64,0,9.78,clear sky
657,Mikhaylovka,RU,50.06,43.2379,2.98,90,0,8.46,clear sky
658,Itoman,JP,26.1247,127.6694,64.4,77,20,4.61,few clouds
659,Prince Rupert,CA,54.3161,-130.3201,42.8,65,1,4.61,clear sky
660,Kahta,TR,37.7855,38.6237,48.2,71,40,4.61,scattered clouds
661,Ugoofaaru,MV,5.6667,73.0,82.96,71,96,6.89,overcast clouds
662,Mackay,AU,-21.15,149.2,79.0,88,75,5.75,broken clouds
663,Madras,IN,13.0878,80.2785,77.0,83,40,5.01,mist
664,Partyzany,UA,46.3314,34.7503,31.55,86,100,17.2,overcast clouds
665,Kongwa,TZ,-6.2,36.4167,62.74,90,41,2.46,scattered clouds
666,Kuldur,RU,49.2167,131.6333,18.36,95,58,4.76,broken clouds
667,Kudahuvadhoo,MV,2.6708,72.8944,82.31,69,84,1.88,broken clouds
668,Igarka,RU,67.4667,86.5833,-35.0,83,19,0.56,few clouds
669,Kalabo,ZM,-14.97,22.6814,67.24,84,70,1.5,broken clouds
670,Shebunino,RU,46.4339,141.8603,34.14,84,18,14.09,few clouds
671,Saint-Georges,GD,12.0564,-61.7485,80.6,69,75,17.27,broken clouds
672,Kazachinskoye,RU,57.6953,93.2761,22.87,96,100,7.29,overcast clouds
673,Zabaykalsk,RU,49.6333,117.3167,14.86,90,59,3.98,broken clouds
674,Umea,SE,63.8284,20.2597,23.0,80,90,14.97,light snow
675,Chimbote,PE,-9.0853,-78.5783,76.15,69,100,8.28,overcast clouds
676,Araguaina,BR,-7.1911,-48.2072,75.36,92,99,3.44,overcast clouds
677,Puerto El Triunfo,SV,13.2833,-88.55,95.0,34,20,6.91,few clouds
678,Bumba,CD,2.1833,22.4667,76.5,67,39,3.33,scattered clouds
679,Birao,CF,10.2849,22.7882,82.04,15,1,4.9,clear sky
680,Ratnagiri,IN,16.9833,73.3,74.73,59,0,3.42,clear sky
681,Nuevitas,CU,21.5453,-77.2644,71.6,83,40,14.97,scattered clouds
682,Palasa,IN,18.7667,84.4167,71.87,85,0,6.87,clear sky
683,Praia Da Vitoria,PT,38.7333,-27.0667,60.01,100,90,8.55,light intensity drizzle
684,Hamilton,US,39.1834,-84.5333,68.0,34,1,12.66,clear sky
685,Itambacuri,BR,-18.0311,-41.685,71.92,89,100,5.77,overcast clouds
686,Muroto,JP,33.2833,134.15,41.0,65,0,8.05,clear sky
687,Christchurch,NZ,-43.5333,172.6333,64.0,59,75,5.75,broken clouds
