City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
174,Samdrup Jongkhar,BT,3/4/2021 6:05,26.9167,91.6167,75.67,24,22,5.82
175,Sayyan,YE,3/4/2021 6:05,15.1718,44.3244,60.8,31,0,6.67
176,Rocha,UY,3/4/2021 6:05,-34.4833,-54.3333,68.34,94,87,6.38
177,Tasiilaq,GL,3/4/2021 6:05,65.6145,-37.6368,33.8,80,90,9.22
178,Broken Hill,AU,3/4/2021 6:05,-31.95,141.4333,80.6,17,0,16.11
179,Long Beach,US,3/4/2021 6:05,33.767,-118.1892,51.01,81,1,4.61
180,Qaanaaq,GL,3/4/2021 6:05,77.484,-69.3632,-21.82,77,77,10.18
181,Sambava,MG,3/4/2021 6:05,-14.2667,50.1667,82.76,70,50,2.77
182,Teahupoo,PF,3/4/2021 6:05,-17.8333,-149.2667,80.6,78,75,3.44
183,Visnes,NO,3/4/2021 6:05,59.3556,5.2242,33.8,75,0,19.57
184,San Rafael,AR,3/4/2021 6:05,-34.6177,-68.3301,76.48,40,0,10.78
185,Hit,IQ,3/4/2021 6:05,33.6416,42.8251,65.48,30,10,14.81
186,Mount Vernon,US,3/4/2021 6:05,40.9126,-73.8371,44.6,53,75,6.91
187,Leninskoye,KZ,3/4/2021 6:05,41.7589,69.3864,51.8,71,20,6.91
188,Tuktoyaktuk,CA,3/4/2021 6:06,69.4541,-133.0374,-25.6,68,1,4.07
189,Nagua,DO,3/4/2021 6:06,19.3832,-69.8474,66.99,89,0,4.29
190,Sao Felix Do Xingu,BR,3/4/2021 6:06,-6.6447,-51.995,69.78,97,96,0.72
191,Nelson Bay,AU,3/4/2021 6:06,-32.7167,152.15,77,53,20,11.5
192,Wenling,CN,3/4/2021 6:06,28.3669,121.36,68,83,63,5.35
193,Sabha,LY,3/4/2021 6:06,27.0377,14.4283,52.02,50,1,20.67
194,Port Moresby,PG,3/4/2021 6:06,-9.4431,147.1797,82.4,74,90,17.27
195,Karaman,TR,3/4/2021 6:06,37.0833,33.25,28,97,3,9.42
196,Solnechnyy,RU,3/4/2021 6:06,50.7214,136.6319,28.04,79,66,4.65
197,Port Elizabeth,ZA,3/4/2021 6:01,-33.918,25.5701,68,88,20,4.61
198,Reconquista,AR,3/4/2021 6:06,-29.15,-59.65,70.03,92,66,5.53
199,Seoul,KR,3/4/2021 6:06,37.5683,126.9778,53.6,47,90,6.91
200,Victoria Point,AU,3/4/2021 6:06,-27.5833,153.3,80.01,65,36,3
201,Chokurdakh,RU,3/4/2021 6:06,70.6333,147.9167,-16.42,95,100,15.66
202,Wollongong,AU,3/4/2021 6:04,-34.4333,150.8833,86,34,1,3
203,Oriximina,BR,3/4/2021 6:06,-1.7656,-55.8661,73.9,91,88,1.83
204,San Andres,CO,3/4/2021 6:06,12.5847,-81.7006,78.8,78,20,11.5
205,Upernavik,GL,3/4/2021 6:06,72.7868,-56.1549,-10.28,85,100,19.64
206,Lorengau,PG,3/4/2021 6:06,-2.0226,147.2712,82.29,78,99,12.35
207,Ca Mau,VN,3/4/2021 6:05,9.1769,105.15,93.16,41,0,17.34
208,Mundo Nuevo,MX,3/4/2021 6:06,18.7,-95.5,71.92,84,17,5.88
209,Zyryanka,RU,3/4/2021 6:06,65.75,150.85,-23.03,85,100,27.38
210,Cayenne,GF,3/4/2021 6:06,4.9333,-52.3333,79,89,75,3.44
211,Muskogee,US,3/4/2021 6:06,35.5834,-95.3336,48.2,57,1,8.05
212,Faanui,PF,3/4/2021 6:06,-16.4833,-151.75,82.9,75,98,12.53
213,Zambezi,ZM,3/4/2021 6:06,-13.5432,23.1047,66.4,90,99,2.39
214,Praia Da Vitoria,PT,3/4/2021 6:06,38.7333,-27.0667,60.01,72,40,13.29
215,Biltine,TD,3/4/2021 6:06,14.5333,20.9167,71.29,19,83,18.68
216,Tiznit,MA,3/4/2021 6:06,29.5833,-9.5,53.33,79,2,0.56
217,Sharkan,RU,3/4/2021 6:06,57.2989,53.8712,23,82,91,3
218,Baykit,RU,3/4/2021 6:06,61.67,96.37,-9.63,83,100,5.21
219,Arraial Do Cabo,BR,3/4/2021 6:06,-22.9661,-42.0278,76.14,82,9,24.2
220,Greenville,US,3/4/2021 6:03,35.6127,-77.3663,41,100,1,6.31
221,Muisne,EC,3/4/2021 6:06,0.6,-80.0333,76.28,85,80,2.59
222,Eyl,SO,3/4/2021 6:06,7.9803,49.8164,80.4,63,46,18.01
223,Jiancheng,CN,3/4/2021 6:06,30.391,104.5491,53.01,66,95,1.99
224,Kuching,MY,3/4/2021 6:06,1.55,110.3333,75.2,88,40,14.97
225,Avarua,CK,3/4/2021 6:06,-21.2078,-159.775,80.6,83,97,1.14
226,Naze,JP,3/4/2021 6:06,28.3667,129.4833,71.6,60,40,13.8
227,Vostok,RU,3/4/2021 6:06,46.4856,135.8833,32.9,96,94,8.68
228,Saint-Georges,GD,3/4/2021 6:06,12.0564,-61.7485,76.1,83,2,13.42
229,Severo-Kurilsk,RU,3/4/2021 6:06,50.6789,156.125,25.7,82,95,35.5
230,Umm Kaddadah,SD,3/4/2021 6:06,13.6017,26.6876,65.59,24,0,24.23
231,Orkney,ZA,3/4/2021 6:06,-26.9802,26.6727,71.96,43,51,2.35
232,Raudeberg,NO,3/4/2021 6:06,61.9875,5.1352,32,91,85,17.47
233,Baraboo,US,3/4/2021 6:06,43.4711,-89.7443,34,69,90,4.97
234,Dingle,PH,3/4/2021 6:06,10.9995,122.6711,85.23,69,79,15.37
235,Kruisfontein,ZA,3/4/2021 6:06,-34.0033,24.7314,66,88,0,1.54
236,Mahanoro,MG,3/4/2021 6:06,-19.9,48.8,82.92,67,78,7.23
237,Bubaque,GW,3/4/2021 6:06,11.2833,-15.8333,77.41,70,0,5.75
238,Bambous Virieux,MU,3/4/2021 6:06,-20.3428,57.7575,84.2,65,40,9.22
239,Spirit River,CA,3/4/2021 6:06,55.7833,-118.8361,28.4,64,100,9.22
240,Ostrovnoy,RU,3/4/2021 6:06,68.0531,39.5131,14.88,95,100,14.14
241,Garavuti,TJ,3/4/2021 6:07,37.5672,68.4469,62.6,48,40,2.24
242,Abu Kamal,SY,3/4/2021 6:07,34.4506,40.9171,59.97,49,15,21.47
243,Auki,SB,3/4/2021 6:07,-8.7676,160.7034,79.77,85,95,7.27
244,Haines Junction,CA,3/4/2021 6:07,60.7522,-137.5108,17.6,67,99,6.91
245,Rosa Zarate,EC,3/4/2021 6:07,0.3333,-79.4667,73.02,94,100,0.56
246,Jacqueville,CI,3/4/2021 6:07,5.2052,-4.4146,82.4,94,75,8.05
247,Assare,BR,3/4/2021 6:07,-6.8744,-39.875,69.98,78,30,1.9
248,Juneau,US,3/4/2021 6:06,58.3019,-134.4197,37,86,90,5.26
249,Abonnema,NG,3/4/2021 6:07,4.7084,6.7931,78.67,90,100,3.18
250,Alice Springs,AU,3/4/2021 6:07,-23.7,133.8833,98.6,13,81,12.66
251,Khatanga,RU,3/4/2021 6:07,71.9667,102.5,-28.32,82,0,7.72
252,Awbari,LY,3/4/2021 6:07,26.5921,12.7805,52.2,44,40,16.49
253,Talara,PE,3/4/2021 6:07,-4.5772,-81.2719,75.99,74,88,6.82
254,Dhidhdhoo,MV,3/4/2021 6:07,6.8833,73.1,82.27,67,5,12.15
255,Cidreira,BR,3/4/2021 6:07,-30.1811,-50.2056,74.14,91,53,2.3
256,Cody,US,3/4/2021 6:07,44.5263,-109.0565,35.01,55,1,6.91
257,Paita,PE,3/4/2021 6:07,-5.0892,-81.1144,76.17,71,64,5.32
258,Walla Walla,US,3/4/2021 6:06,46.0646,-118.343,44.6,70,1,9.22
259,Port Macquarie,AU,3/4/2021 6:03,-31.4333,152.9167,79,50,38,1.99
260,Tocopilla,CL,3/4/2021 6:07,-22.092,-70.1979,68.34,73,7,3.4
261,Tiksi,RU,3/4/2021 6:07,71.6872,128.8694,-14.12,89,100,8.81
262,Ankang,CN,3/4/2021 6:07,32.68,109.0172,66.54,35,3,2.24
263,Olive Branch,US,3/4/2021 6:07,34.9618,-89.8295,46.4,76,1,4.61
264,Nkhotakota,MW,3/4/2021 6:07,-12.9274,34.2961,73.98,90,100,2.01
265,Ngunguru,NZ,3/4/2021 6:07,-35.6167,174.5,73,69,49,5.01
266,Mount Pleasant,US,3/4/2021 6:07,32.7941,-79.8626,50,100,1,5.97
267,Prabumulih,ID,3/4/2021 6:07,-3.45,104.25,88.72,58,98,3.56
268,Healdsburg,US,3/4/2021 6:07,38.6105,-122.8692,48,93,1,5.75
269,Bo Phloi,TH,3/4/2021 6:07,14.3236,99.5161,99,37,90,7.27
270,Soe,ID,3/4/2021 6:07,-9.8607,124.284,79.29,77,100,6.17
271,Novopokrovka,UA,3/4/2021 6:07,49.8425,36.5477,32,93,75,13.42
272,Isangel,VU,3/4/2021 6:07,-19.55,169.2667,80.51,84,91,19.84
273,Ahuimanu,US,3/4/2021 6:07,21.4447,-157.8378,71.6,68,75,16.11
274,Lincoln,US,3/4/2021 6:04,40.8,-96.667,46.99,75,1,4.25
275,Itoman,JP,3/4/2021 6:07,26.1247,127.6694,73.4,64,40,17.27
276,Parbhani,IN,3/4/2021 6:07,19.2667,76.7833,86,26,0,2.3
277,Deniliquin,AU,3/4/2021 6:07,-35.5333,144.9667,79,37,0,1.99
278,Manggar,ID,3/4/2021 6:07,-2.8833,108.2667,86.79,62,67,4.61
279,Colares,PT,3/4/2021 6:07,38.7992,-9.4469,57.99,85,100,15.73
280,Sola,VU,3/4/2021 6:07,-13.8833,167.55,78.12,89,100,19.22
281,Chuy,UY,3/4/2021 6:07,-33.6971,-53.4616,71.29,93,59,8.81
282,Ketchikan,US,3/4/2021 6:07,55.3422,-131.6461,37.4,100,90,12.66
283,Hackettstown,US,3/4/2021 6:07,40.854,-74.8291,32,86,63,4.32
284,Kaya,BF,3/4/2021 6:07,13.0917,-1.0844,76.12,18,0,8.72
285,Sulina,RO,3/4/2021 6:07,45.1559,29.6536,42.3,81,0,14.92
286,Srandakan,ID,3/4/2021 6:07,-7.9386,110.2506,86.09,66,79,9.31
287,Buraydah,SA,3/4/2021 6:07,26.326,43.975,68,60,0,8.05
288,Dalvik,IS,3/4/2021 6:07,65.9702,-18.5286,30.2,86,0,9.01
289,Marystown,CA,3/4/2021 6:07,47.1666,-55.1483,25.52,95,99,24.67
290,Cockburn Town,TC,3/4/2021 6:07,21.4612,-71.1419,77.11,80,0,12.82
291,Puro,PH,3/4/2021 6:08,12.4841,123.3827,84.52,68,17,13.6
292,Port Hedland,AU,3/4/2021 6:08,-20.3167,118.5667,89.6,55,4,13.8
293,Luderitz,NA,3/4/2021 6:08,-26.6481,15.1594,70.11,55,0,11.65
